size_rank,year,avg_annual_rent,renter_income,owner_income,total_income,rent_to_income,yoy_rent_growth,yoy_income_growth,growth_gap
35,2023,14663.311992,39187,87901,67586,0.374188174445607,0.0547968981166353,0.0357614843791299,0.0190354137375054
35,2024,15665.064018,42473,90589,72532,0.368824053351541,0.0683169004755906,0.0838543394493072,-0.0155374389737166
36,2015,31126.472296,75436,130390,101980,0.412620927620765,,,
36,2016,32303.275711,80354,138284,110040,0.402012043096797,0.0378071566803036,0.0651943369213638,-0.0273871802410602
36,2017,33167.462686,87282,143871,117474,0.380003467908618,0.0267523016158303,0.0862184832117878,-0.0594661815959575
36,2018,34379.962872,92176,154091,124696,0.372981718364867,0.0365569171654424,0.0560711257762196,-0.0195142086107772
36,2019,35222.859289,96072,163951,130865,0.366629811901491,0.0245170833993679,0.0422669675403576,-0.0177498841409897
36,2020,34577.931078,98266,158215,129343,0.35188092603749,-0.0183099334925773,0.022837038887501,-0.0411469723800783
36,2021,34053.483468,104743,178544,139892,0.325114646974022,-0.0151671194212565,0.0659129302098386,-0.0810800496310951
36,2022,37155.897763,109035,193443,148900,0.340770374311001,0.0911041684741397,0.0409764853021204,0.0501276831720193
36,2023,37843.652294,112277,197963,153202,0.337056140563072,0.0185099694101556,0.0297335717888751,-0.0112236023787195
36,2024,38962.274482,122664,209671,164801,0.317634142715059,0.0295590441247489,0.0925122687638608,-0.0629532246391119
37,2015,13988.777745,36516,71889,57985,0.383086256572461,,,
37,2016,14725.811962,41044,73965,60030,0.358781112026118,0.0526875349966467,0.124000438164092,-0.0713129031674457
37,2017,15365.854824,43253,80096,63939,0.355255238341849,0.0434640116043607,0.053820290420037,-0.0103562788156763
37,2018,15824.926371,43182,81901,65919,0.36647043608448,0.0298760825387319,-0.00164150463551661,0.0315175871742485
37,2019,16391.346628,46885,86824,70262,0.349607478468593,0.0357929157912542,0.0857533231439025,-0.0499604073526483
37,2020,16886.478261,45334,84852,68406,0.372490366193144,0.0302068917360461,-0.0330809427322171,0.0632878344682633
37,2021,18437.066431,48449,90055,72725,0.380545861235526,0.0918242481371113,0.0687122248202232,0.023112023316888
37,2022,20864.419489,53990,99299,80034,0.386449703445082,0.131656143187653,0.114367685607546,0.0172884575801066
37,2023,21279.44697,58627,103418,84685,0.362963258737442,0.0198916380692407,0.0858862752361548,-0.0659946371669141
37,2024,21386.776718,60411,109931,88800,0.354021233186009,0.00504382224553649,0.0304296655124772,-0.0253858432669407
38,2015,12951.241413,39462,76737,60093,0.328195261593432,,,
38,2016,13093.185024,41620,79933,61805,0.314588780009611,0.0109598459694778,0.0546855202473265,-0.0437256742778487
38,2017,13398.389039,41349,81290,64255,0.324031755036397,0.0233101429820593,-0.0065112926477655,0.0298214356298248
38,2018,13734.64878,42636,85008,65604,0.322137367013791,0.0250970277114074,0.0311252992817239,-0.00602827157031648
38,2019,14202.049026,46750,86696,69329,0.303787144941176,0.0340307388624757,0.0964912280701754,-0.0624604892076997
38,2020,14808.022671,45242,87425,68454,0.32730698622961,0.0426680434556048,-0.0322566844919786,0.0749247279475834
38,2021,16680.536528,45826,94417,72686,0.363997218347663,0.126452660061571,0.0129083594889704,0.113544300572601
38,2022,18317.275701,48865,95977,74556,0.3748547160749,0.0981226934908576,0.0663160651158731,0.0318066283749845
38,2023,19202.793323,51149,101556,79325,0.375428519091282,0.0483433036907151,0.0467410211808043,0.00160228250991085
38,2024,20087.118915,54460,105603,82402,0.368841698769739,0.0460519246926856,0.0647324483372109,-0.0186805236445253
39,2015,12749.705779,32166,82479,58965,0.396372125194305,,,
39,2016,13392.986123,33875,86701,61948,0.395364904,0.0504545246102497,0.05313063483181,-0.00267611022156024
39,2017,14084.193356,34881,89574,65226,0.403778370918265,0.0516096430364383,0.0296974169741697,0.0219122260622685
39,2018,14918.286778,36331,88603,65083,0.410621419118659,0.0592219519369684,0.041569909119578,0.0176520428173904
39,2019,15693.492952,37248,94873,70967,0.421324445661512,0.0519634851867304,0.025240153037351,0.0267233321493794
39,2020,16565.42708,38223,95265,70676,0.433388982549774,0.0555602331913547,0.0261759020618557,0.029384331129499
39,2021,18415.861651,39929,101807,73788,0.461215198251897,0.111704609972543,0.0446328127043926,0.0670717972681501
39,2022,20562.130713,45682,108753,81784,0.450114502714417,0.116544590889857,0.144080743319392,-0.027536152429535
39,2023,22070.745167,48085,110915,83330,0.458994388416346,0.0733685859241334,0.0526027757103454,0.0207658102137879
