"GEO_ID","NAME","B25119_001E","B25119_001M","B25119_002E","B25119_002M","B25119_003E","B25119_003M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total:","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total:","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total:!!Owner occupied (dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total:!!Owner occupied (dollars)","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total:!!Renter occupied (dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars) --!!Total:!!Renter occupied (dollars)",
"310M500US10180","Abilene, TX Metro Area","54808","3748","64482","7637","38173","5040",
"310M500US10380","Aguadilla-Isabela, PR Metro Area","16311","687","19981","1416","8901","906",
"310M500US10420","Akron, OH Metro Area","57158","1720","73482","2147","31781","1445",
"310M500US10500","Albany, GA Metro Area","40625","3863","57505","6892","22460","5178",
"310M500US10540","Albany-Lebanon, OR Metro Area","61488","3018","74810","6508","41292","5189",
"310M500US10580","Albany-Schenectady-Troy, NY Metro Area","73398","2605","97072","3042","44110","2389",
"310M500US10740","Albuquerque, NM Metro Area","58512","2342","71434","2138","38162","2046",
"310M500US10780","Alexandria, LA Metro Area","50553","3307","58581","2418","32805","7395",
"310M500US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","70793","2229","87565","2535","40698","2467",
"310M500US11020","Altoona, PA Metro Area","51004","3742","66113","3878","29881","2590",
"310M500US11100","Amarillo, TX Metro Area","53510","3355","71159","2208","33039","3228",
"310M500US11180","Ames, IA Metro Area","62181","6607","82437","6442","36229","8194",
"310M500US11260","Anchorage, AK Metro Area","80676","2883","103258","3187","50057","5147",
"310M500US11460","Ann Arbor, MI Metro Area","76576","3151","104259","3766","45290","3613",
"310M500US11500","Anniston-Oxford, AL Metro Area","48156","4922","58423","8991","29763","2904",
"310M500US11540","Appleton, WI Metro Area","68335","2290","80952","3646","40662","3493",
"310M500US11640","Arecibo, PR Metro Area","19163","1563","22669","1911","11935","2278",
"310M500US11700","Asheville, NC Metro Area","57428","3217","70859","2398","37018","2681",
"310M500US12020","Athens-Clarke County, GA Metro Area","50962","2341","80342","5975","31007","2003",
"310M500US12060","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","71742","702","91012","1173","47331","1104",
"310M500US12100","Atlantic City-Hammonton, NJ Metro Area","63389","3294","82964","5041","35320","7930",
"310M500US12220","Auburn-Opelika, AL Metro Area","53712","6669","70626","4363","26517","10677",
"310M500US12260","Augusta-Richmond County, GA-SC Metro Area","55143","3421","68281","3227","32065","3605",
"310M500US12420","Austin-Round Rock-Georgetown, TX Metro Area","80954","1107","107308","2767","54871","2688",
"310M500US12540","Bakersfield, CA Metro Area","53067","2168","74351","2664","34908","2626",
"310M500US12580","Baltimore-Columbia-Towson, MD Metro Area","83160","1702","105195","2001","48940","1914",
"310M500US12620","Bangor, ME Metro Area","50449","3052","62913","5247","31993","2968",
"310M500US12700","Barnstable Town, MA Metro Area","85042","4879","97505","4361","46489","2041",
"310M500US12940","Baton Rouge, LA Metro Area","60746","1941","79489","3358","32342","3642",
"310M500US12980","Battle Creek, MI Metro Area","49055","3626","61732","4900","31879","4166",
"310M500US13020","Bay City, MI Metro Area","49610","2890","56653","4336","31695","3684",
"310M500US13140","Beaumont-Port Arthur, TX Metro Area","58818","2764","71700","1799","37218","4514",
"310M500US13220","Beckley, WV Metro Area","44785","4059","53114","6475","22111","4128",
"310M500US13380","Bellingham, WA Metro Area","69372","4862","87922","5188","46948","8157",
"310M500US13460","Bend, OR Metro Area","71643","5972","78883","5497","58642","14750",
"310M500US13740","Billings, MT Metro Area","60962","2619","74282","5861","38403","5372",
"310M500US13780","Binghamton, NY Metro Area","53768","3397","70696","2842","26061","2676",
"310M500US13820","Birmingham-Hoover, AL Metro Area","58366","1780","72993","2030","32582","2046",
"310M500US13900","Bismarck, ND Metro Area","70979","4863","90557","5972","36810","5338",
"310M500US13980","Blacksburg-Christiansburg, VA Metro Area","56092","2842","70576","3590","34189","6686",
"310M500US14010","Bloomington, IL Metro Area","68784","2499","91258","5995","35248","7704",
"310M500US14020","Bloomington, IN Metro Area","52526","5460","75439","5589","27218","5252",
"310M500US14100","Bloomsburg-Berwick, PA Metro Area","56672","6010","72178","4839","31226","6049",
"310M500US14260","Boise City, ID Metro Area","66466","2301","80067","3127","42498","3260",
"310M500US14460","Boston-Cambridge-Newton, MA-NH Metro Area","94430","1212","123364","1654","56498","1732",
"310M500US14500","Boulder, CO Metro Area","88535","3432","113217","5491","55694","8026",
"310M500US14540","Bowling Green, KY Metro Area","51198","2415","68646","3423","31560","3813",
"310M500US14740","Bremerton-Silverdale-Port Orchard, WA Metro Area","79624","3941","95235","5809","52466","4372",
"310M500US14860","Bridgeport-Stamford-Norwalk, CT Metro Area","97053","4056","129421","4577","56687","6114",
"310M500US15180","Brownsville-Harlingen, TX Metro Area","41123","2705","51020","5124","29048","2859",
"310M500US15260","Brunswick, GA Metro Area","57381","4570","64864","6729","29672","6652",
"310M500US15380","Buffalo-Cheektowaga, NY Metro Area","60105","1413","78345","1953","32575","1538",
"310M500US15500","Burlington, NC Metro Area","58490","3688","70583","1711","33126","6020",
"310M500US15540","Burlington-South Burlington, VT Metro Area","74909","4312","96649","4549","40952","5517",
"310M500US15680","California-Lexington Park, MD Metro Area","87947","10780","109054","12338","54408","12541",
"310M500US15940","Canton-Massillon, OH Metro Area","55706","1771","66824","2842","32880","2997",
"310M500US15980","Cape Coral-Fort Myers, FL Metro Area","62240","1875","72024","2445","45602","2810",
"310M500US16020","Cape Girardeau, MO-IL Metro Area","52624","5795","63634","4604","30872","4551",
"310M500US16060","Carbondale-Marion, IL Metro Area","46882","3436","67178","6815","22493","2847",
"310M500US16180","Carson City, NV Metro Area","57270","4706","72510","6042","40640","13388",
"310M500US16220","Casper, WY Metro Area","65034","6007","74601","11245","36304","11431",
"310M500US16300","Cedar Rapids, IA Metro Area","64088","3128","77472","3696","32250","3190",
"310M500US16540","Chambersburg-Waynesboro, PA Metro Area","62484","4314","76140","5058","40856","5367",
"310M500US16580","Champaign-Urbana, IL Metro Area","53081","3192","82811","5564","31777","4071",
"310M500US16620","Charleston, WV Metro Area","47500","2885","56981","4111","25538","3002",
"310M500US16700","Charleston-North Charleston, SC Metro Area","70505","1853","86042","2905","48490","2726",
"310M500US16740","Charlotte-Concord-Gastonia, NC-SC Metro Area","66399","1371","82209","1284","44257","1964",
"310M500US16820","Charlottesville, VA Metro Area","75907","3844","95214","6067","50114","6738",
"310M500US16860","Chattanooga, TN-GA Metro Area","55366","2325","69267","2374","35568","2151",
"310M500US16940","Cheyenne, WY Metro Area","70567","4460","85592","5013","31556","11151",
"310M500US16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","75379","696","96850","833","44814","1031",
"310M500US17020","Chico, CA Metro Area","62563","6056","79359","4014","38450","6583",
"310M500US17140","Cincinnati, OH-KY-IN Metro Area","66825","1322","88843","1985","37103","1836",
"310M500US17300","Clarksville, TN-KY Metro Area","53547","3316","67242","5487","39082","3361",
"310M500US17420","Cleveland, TN Metro Area","52178","5055","65302","7351","29836","5031",
"310M500US17460","Cleveland-Elyria, OH Metro Area","57228","949","75846","1132","33565","1501",
"310M500US17660","Coeur d'Alene, ID Metro Area","62579","4031","71442","6488","40230","4221",
"310M500US17780","College Station-Bryan, TX Metro Area","55670","4053","82217","6317","33821","5279",
"310M500US17820","Colorado Springs, CO Metro Area","72633","1921","90593","3103","49772","4119",
"310M500US17860","Columbia, MO Metro Area","57359","4812","80119","6029","35440","5442",
"310M500US17900","Columbia, SC Metro Area","55725","1576","73573","3305","33888","2652",
"310M500US17980","Columbus, GA-AL Metro Area","49013","2186","60353","3994","36117","3068",
"310M500US18020","Columbus, IN Metro Area","72555","5701","80198","6358","44962","18293",
"310M500US18140","Columbus, OH Metro Area","67207","1091","90682","1673","43185","1974",
"310M500US18580","Corpus Christi, TX Metro Area","56991","3020","75950","3093","37102","5165",
"310M500US18700","Corvallis, OR Metro Area","70835","5994","101051","9388","34719","3958",
"310M500US18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","62627","4148","78776","5354","42143","4197",
"310M500US19060","Cumberland, MD-WV Metro Area","49729","4517","63809","3092","22484","3980",
"310M500US19100","Dallas-Fort Worth-Arlington, TX Metro Area","72265","610","95113","1206","50088","772",
"310M500US19140","Dalton, GA Metro Area","51967","6231","62161","3897","38846","3281",
"310M500US19180","Danville, IL Metro Area","43111","5240","53231","4140","31942","4877",
"310M500US19300","Daphne-Fairhope-Foley, AL Metro Area","56439","6268","66180","8329","40932","9812",
"310M500US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","62001","2040","77176","3294","34031","3224",
"310M500US19430","Dayton-Kettering, OH Metro Area","58169","2130","74992","2138","34209","2381",
"310M500US19460","Decatur, AL Metro Area","53447","2971","60517","5372","32150","3740",
"310M500US19500","Decatur, IL Metro Area","50839","4141","69510","4089","27061","4906",
"310M500US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","54533","2250","61710","1948","37793","4968",
"310M500US19740","Denver-Aurora-Lakewood, CO Metro Area","85641","1147","107023","1355","57548","1817",
"310M500US19780","Des Moines-West Des Moines, IA Metro Area","71164","1411","89188","2002","42539","1950",
"310M500US19820","Detroit-Warren-Dearborn, MI Metro Area","63474","891","78317","1117","36661","962",
"310M500US20020","Dothan, AL Metro Area","50010","3051","61652","4520","28876","2660",
"310M500US20100","Dover, DE Metro Area","58001","5739","71759","4844","42857","4311",
