"GEO_ID","NAME","B25119_001E","B25119_001M","B25119_002E","B25119_002M","B25119_003E","B25119_003M",
"310M600US11700","Asheville, NC Metro Area","54992","1195","67077","1610","35563","1347",
"310M600US12020","Athens-Clarke County, GA Metro Area","49503","1797","75652","2517","29340","1856",
"310M600US12060","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","71193","459","89903","806","46330","551",
"310M600US12100","Atlantic City-Hammonton, NJ Metro Area","63680","2011","83887","2349","34314","2001",
"310M600US12220","Auburn-Opelika, AL Metro Area","52930","3248","73620","2321","27526","2217",
"310M600US12260","Augusta-Richmond County, GA-SC Metro Area","55049","1046","68171","1274","32278","1225",
"310M600US12420","Austin-Round Rock-Georgetown, TX Metro Area","80852","688","106572","1091","54469","833",
"310M600US12540","Bakersfield, CA Metro Area","54851","1087","73706","1648","35989","1151",
"310M600US12580","Baltimore-Columbia-Towson, MD Metro Area","83811","751","106012","736","49415","829",
"310M600US12620","Bangor, ME Metro Area","52128","1836","63118","2661","31409","1244",
"310M600US12700","Barnstable Town, MA Metro Area","76863","1835","88071","2846","44800","4179",
"310M600US12940","Baton Rouge, LA Metro Area","60043","1117","77375","1272","34254","2009",
"310M600US12980","Battle Creek, MI Metro Area","50219","1386","62878","2362","29610","1846",
"310M600US13020","Bay City, MI Metro Area","48290","1583","55880","2335","28456","1945",
"310M600US13140","Beaumont-Port Arthur, TX Metro Area","54256","1572","69415","2770","35112","1619",
"310M600US13220","Beckley, WV Metro Area","43444","1777","51225","2064","22395","2092",
"310M600US13380","Bellingham, WA Metro Area","65420","2177","83934","2145","41536","2408",
"310M600US13460","Bend, OR Metro Area","68937","2092","79855","3164","49486","3473",
"310M600US13740","Billings, MT Metro Area","62722","1560","77229","2530","39118","2540",
"310M600US13780","Binghamton, NY Metro Area","54695","1479","70076","1725","27702","1754",
"310M600US13820","Birmingham-Hoover, AL Metro Area","59185","994","73048","1395","35105","818",
"310M600US13900","Bismarck, ND Metro Area","72886","2311","89841","2660","41700","2409",
"310M600US13980","Blacksburg-Christiansburg, VA Metro Area","55475","1527","73058","2245","29781","2118",
"310M600US14010","Bloomington, IL Metro Area","68037","2128","90303","2343","32721","1989",
"310M600US14020","Bloomington, IN Metro Area","52226","2237","73788","2128","28465","2267",
"310M600US14100","Bloomsburg-Berwick, PA Metro Area","53546","2050","66627","2309","31514","1656",
"310M600US14260","Boise City, ID Metro Area","64717","1092","76105","1473","42777","1195",
"310M600US14460","Boston-Cambridge-Newton, MA-NH Metro Area","93537","576","121157","774","55178","795",
"310M600US14500","Boulder, CO Metro Area","87476","2160","115235","3195","51005","1652",
"310M600US14540","Bowling Green, KY Metro Area","51591","1555","67004","1808","32215","2139",
"310M600US14740","Bremerton-Silverdale-Port Orchard, WA Metro Area","78969","1482","94123","1798","53745","2326",
"310M600US14860","Bridgeport-Stamford-Norwalk, CT Metro Area","97539","1460","126851","1813","52371","1518",
"310M600US15180","Brownsville-Harlingen, TX Metro Area","41200","1153","51660","1853","26239","1023",
"310M600US15260","Brunswick, GA Metro Area","53541","2141","64264","3658","34180","3369",
"310M600US15380","Buffalo-Cheektowaga, NY Metro Area","59079","788","77461","938","32450","653",
"310M600US15500","Burlington, NC Metro Area","51580","1749","66833","2656","32519","2694",
"310M600US15540","Burlington-South Burlington, VT Metro Area","73447","2320","94410","2920","43542","3147",
"310M600US15680","California-Lexington Park, MD Metro Area","95864","3872","113541","3351","61384","6020",
"310M600US15940","Canton-Massillon, OH Metro Area","54854","1099","68329","1456","30879","1412",
"310M600US15980","Cape Coral-Fort Myers, FL Metro Area","59608","1036","67377","1656","44202","1478",
"310M600US16020","Cape Girardeau, MO-IL Metro Area","51428","1480","64904","2753","30493","3406",
"310M600US16060","Carbondale-Marion, IL Metro Area","46563","1511","65969","2393","24293","1296",
"310M600US16180","Carson City, NV Metro Area","58305","2023","72915","3792","44864","3250",
"310M600US16220","Casper, WY Metro Area","62168","3323","76721","3461","38858","3285",
"310M600US16300","Cedar Rapids, IA Metro Area","66620","1613","80682","1738","35893","2874",
"310M600US16540","Chambersburg-Waynesboro, PA Metro Area","63420","1761","74525","2519","41820","1694",
"310M600US16580","Champaign-Urbana, IL Metro Area","54897","1397","85227","2361","29483","1682",
"310M600US16620","Charleston, WV Metro Area","46099","1316","55213","1616","26664","2207",
"310M600US16700","Charleston-North Charleston, SC Metro Area","65894","1002","80829","1349","44192","1135",
"310M600US16740","Charlotte-Concord-Gastonia, NC-SC Metro Area","65725","612","81243","640","44194","656",
"310M600US16820","Charlottesville, VA Metro Area","75176","2128","92772","1949","49067","2527",
"310M600US16860","Chattanooga, TN-GA Metro Area","54425","946","67512","1726","34830","1256",
"310M600US16940","Cheyenne, WY Metro Area","69369","2811","80769","3060","41772","1989",
"310M600US16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","74621","406","95171","467","45243","430",
"310M600US17020","Chico, CA Metro Area","54972","2501","75860","2662","35681","1723",
"310M600US17140","Cincinnati, OH-KY-IN Metro Area","66435","533","85895","724","36228","646",
"310M600US17300","Clarksville, TN-KY Metro Area","54911","1202","70558","1338","39521","1800",
"310M600US17420","Cleveland, TN Metro Area","51015","2306","63540","2673","31694","1915",
"310M600US17460","Cleveland-Elyria, OH Metro Area","57263","459","75505","657","33133","604",
"310M600US17660","Coeur d'Alene, ID Metro Area","60903","2525","70821","3402","41684","2696",
"310M600US17780","College Station-Bryan, TX Metro Area","51261","1162","79074","3844","31959","1186",
"310M600US17820","Colorado Springs, CO Metro Area","71171","960","88630","1746","46738","1067",
"310M600US17860","Columbia, MO Metro Area","57980","1876","81671","2554","34207","2245",
"310M600US17900","Columbia, SC Metro Area","56680","1123","70398","1316","35093","1260",
"310M600US17980","Columbus, GA-AL Metro Area","48903","1451","62112","1856","34503","1759",
"310M600US18020","Columbus, IN Metro Area","66978","3123","75230","3104","45448","7358",
"310M600US18140","Columbus, OH Metro Area","66715","579","88385","845","42292","674",
"310M600US18580","Corpus Christi, TX Metro Area","56714","1612","71675","2099","40574","1964",
"310M600US18700","Corvallis, OR Metro Area","65142","2258","94900","4439","35227","3102",
"310M600US18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","65075","1828","77454","2426","42473","2423",
"310M600US19060","Cumberland, MD-WV Metro Area","50188","1785","62443","2700","26545","1852",
"310M600US19100","Dallas-Fort Worth-Arlington, TX Metro Area","72882","399","96415","632","49963","434",
"310M600US19140","Dalton, GA Metro Area","50322","1982","60021","2031","35815","1561",
"310M600US19180","Danville, IL Metro Area","46842","1372","58821","2613","27831","2097",
"310M600US19300","Daphne-Fairhope-Foley, AL Metro Area","61756","2268","71020","2849","41303","2163",
"310M600US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","59876","968","74539","1352","32274","954",
"310M600US19430","Dayton-Kettering, OH Metro Area","57631","874","74923","1099","34093","897",
"310M600US19460","Decatur, AL Metro Area","51842","2058","63094","2073","29865","1767",
"310M600US19500","Decatur, IL Metro Area","53725","1750","68085","2253","28842","1860",
"310M600US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","53339","992","60213","1284","37731","1460",
"310M600US19740","Denver-Aurora-Lakewood, CO Metro Area","83289","608","104803","746","54529","660",
"310M600US19780","Des Moines-West Des Moines, IA Metro Area","71734","864","88742","1440","43195","893",
"310M600US19820","Detroit-Warren-Dearborn, MI Metro Area","62768","416","78335","529","36200","421",
"310M600US20020","Dothan, AL Metro Area","47608","1324","58461","1802","29743","1522",
"310M600US20100","Dover, DE Metro Area","60117","1839","71735","2623","37783","3014",
"310M600US20220","Dubuque, IA Metro Area","64493","1829","78616","1932","33960","2145",
"310M600US20260","Duluth, MN-WI Metro Area","58729","849","71476","1170","29632","1167",
"310M600US20500","Durham-Chapel Hill, NC Metro Area","64745","1243","86858","1605","40614","1034",
"310M600US20700","East Stroudsburg, PA Metro Area","68734","2106","77554","3153","44252","2519",
"310M600US20740","Eau Claire, WI Metro Area","62031","1197","77651","2172","37508","2181",
"310M600US20940","El Centro, CA Metro Area","46222","2499","67087","3102","28797","2664",
"310M600US21060","Elizabethtown-Fort Knox, KY Metro Area","56680","1952","69578","2112","41511","1476",
"310M600US21140","Elkhart-Goshen, IN Metro Area","58509","1505","70716","2150","35115","1499",
"310M600US21300","Elmira, NY Metro Area","54883","2149","71226","1686","28661","2076",
"310M600US21340","El Paso, TX Metro Area","48193","1032","60374","1220","32244","908",
"310M600US21420","Enid, OK Metro Area","55435","4406","63382","2238","39380","5940",
"310M600US21500","Erie, PA Metro Area","52863","1284","68288","1811","28808","1329",
"310M600US21660","Eugene-Springfield, OR Metro Area","54942","1089","72919","1742","36150","988",
"310M600US21780","Evansville, IN-KY Metro Area","55553","1114","70826","1526","32036","1463",
"310M600US21820","Fairbanks, AK Metro Area","76464","2792","97060","3587","57211","3797",
"310M600US22020","Fargo, ND-MN Metro Area","65995","1712","96282","1876","39053","2452",
"310M600US22140","Farmington, NM Metro Area","47643","2595","55623","2798","34770","2512",
"310M600US22180","Fayetteville, NC Metro Area","50133","706","64668","1199","35453","1079",
"310M600US22220","Fayetteville-Springdale-Rogers, AR Metro Area","61761","1478","79875","2115","41651","1793",
"310M600US22380","Flagstaff, AZ Metro Area","59000","1900","73612","3538","42720","2915",
"310M600US22420","Flint, MI Metro Area","50269","1037","62429","1369","30229","1025",
"310M600US22500","Florence, SC Metro Area","45037","1722","54974","2351","29253","2324",
"310M600US22520","Florence-Muscle Shoals, AL Metro Area","48244","2090","62320","2336","27042","1605",
"310M600US22540","Fond du Lac, WI Metro Area","64147","1806","78879","2733","37530","2901",
"310M600US22660","Fort Collins, CO Metro Area","76366","1539","94739","1921","46130","2553",
"310M600US22900","Fort Smith, AR-OK Metro Area","46424","1356","57265","1913","30562","1101",
"310M600US23060","Fort Wayne, IN Metro Area","57693","1163","71044","1253","34347","1425",
"310M600US23420","Fresno, CA Metro Area","57109","929","82235","1160","35933","990",
"310M600US23460","Gadsden, AL Metro Area","44934","1643","54210","2270","26684","2963",
"310M600US23540","Gainesville, FL Metro Area","47848","1550","64628","1722","30535","1681",
"310M600US23580","Gainesville, GA Metro Area","63651","1909","78425","2781","42037","3438",
"310M600US23900","Gettysburg, PA Metro Area","68411","2608","79910","2346","38262","2499",
"310M600US24020","Glens Falls, NY Metro Area","62284","1681","75406","2622","39079","3116",
"310M600US24140","Goldsboro, NC Metro Area","47221","1774","59314","2972","30195","1938",
"310M600US24220","Grand Forks, ND-MN Metro Area","55122","1876","81983","3003","32551","1867",
"310M600US24260","Grand Island, NE Metro Area","57938","2256","71721","3250","37080","2170",
"310M600US24300","Grand Junction, CO Metro Area","57157","2612","68767","3184","37338","2355",
"310M600US24340","Grand Rapids-Kentwood, MI Metro Area","66297","710","79136","908","38239","1028",
"310M600US24420","Grants Pass, OR Metro Area","47733","2680","59139","3526","30721","2918",
"310M600US24500","Great Falls, MT Metro Area","52049","1546","65733","1945","33962","2279",
"310M600US24540","Greeley, CO Metro Area","74332","1878","86818","1789","44329","2883",
"310M600US24580","Green Bay, WI Metro Area","64951","1022","80518","1501","40223","1458",
"310M600US24660","Greensboro-High Point, NC Metro Area","52233","834","67434","1465","33387","906",
"310M600US24780","Greenville, NC Metro Area","49337","2248","73456","1839","32861","2072",
"310M600US24860","Greenville-Anderson, SC Metro Area","57432","835","70561","939","35365","1067",
"310M600US25020","Guayama, PR Metro Area","17040","879","20754","1021","10004","1213",
"310M600US25060","Gulfport-Biloxi, MS Metro Area","51058","1229","62046","1605","33125","1377",
"310M600US25180","Hagerstown-Martinsburg, MD-WV Metro Area","64118","1367","76239","1977","38159","2837",
"310M600US25220","Hammond, LA Metro Area","48745","3904","61435","3221","26706","1819",
"310M600US25260","Hanford-Corcoran, CA Metro Area","61556","1585","79415","2877","45045","2368",
"310M600US25420","Harrisburg-Carlisle, PA Metro Area","67219","930","82349","1308","42968","1226",
"310M600US25500","Harrisonburg, VA Metro Area","59261","2154","72129","2895","40794","2230",
"310M600US25540","Hartford-East Hartford-Middletown, CT Metro Area","78631","827","103658","1193","40625","990",
"310M600US25620","Hattiesburg, MS Metro Area","48231","1232","60689","2893","27533","3094",
"310M600US25860","Hickory-Lenoir-Morganton, NC Metro Area","49706","1052","58467","1766","32644","1440",
"310M600US25940","Hilton Head Island-Bluffton, SC Metro Area","67723","2279","77370","3013","45268","3093",
"310M600US25980","Hinesville, GA Metro Area","50588","2274","66555","3473","39958","2270",
"310M600US26140","Homosassa Springs, FL Metro Area","45689","1264","48775","1817","31720","2656",
"310M600US26300","Hot Springs, AR Metro Area","48150","2999","57729","3555","32365","3509",
"310M600US26380","Houma-Thibodaux, LA Metro Area","53267","2838","63630","3377","30763","3263",
"310M600US26420","Houston-The Woodlands-Sugar Land, TX Metro Area","69328","503","92989","856","44770","551",
"310M600US26580","Huntington-Ashland, WV-KY-OH Metro Area","48085","1060","58283","1321","24994","1762",
"310M600US26620","Huntsville, AL Metro Area","66450","1575","84283","1682","36355","1631",
"310M600US26820","Idaho Falls, ID Metro Area","61877","1412","74257","2347","39524","3237",
"310M600US26900","Indianapolis-Carmel-Anderson, IN Metro Area","63545","601","82502","949","38110","697",
"310M600US26980","Iowa City, IA Metro Area","63131","1943","93440","2396","32561","1737",
"310M600US27060","Ithaca, NY Metro Area","61361","2094","91219","4293","34832","2659",
"310M600US27100","Jackson, MI Metro Area","54511","1702","65541","1713","30818","1656",
"310M600US27140","Jackson, MS Metro Area","53639","1045","68325","1353","32123","1168",
"310M600US27180","Jackson, TN Metro Area","48146","1841","61365","2086","28124","1767",
"310M600US27260","Jacksonville, FL Metro Area","63064","849","78653","1201","42558","835",
"310M600US27340","Jacksonville, NC Metro Area","51560","1807","65509","4923","41216","2635",
"310M600US27500","Janesville-Beloit, WI Metro Area","59519","2229","73033","1630","37469","2581",
"310M600US27620","Jefferson City, MO Metro Area","60586","1633","73388","2222","36262","2528",
"310M600US27740","Johnson City, TN Metro Area","45970","1382","57590","1602","27731","1755",
"310M600US27780","Johnstown, PA Metro Area","47644","1451","58924","1294","25415","1725",
"310M600US27860","Jonesboro, AR Metro Area","47610","1820","65079","2784","30714","1797",
"310M600US27900","Joplin, MO Metro Area","50244","1307","61774","1545","32646","1640",
"310M600US27980","Kahului-Wailuku-Lahaina, HI Metro Area","84363","2227","104556","3876","58185","4668",
"310M600US28020","Kalamazoo-Portage, MI Metro Area","58836","1507","79886","1984","35137","1895",
"310M600US28100","Kankakee, IL Metro Area","59370","2091","72372","2428","33616","3463",
"310M600US28140","Kansas City, MO-KS Metro Area","69240","604","87369","730","42311","629",
"310M600US28420","Kennewick-Richland, WA Metro Area","70545","2026","86341","2327","42545","2060",
"310M600US28660","Killeen-Temple, TX Metro Area","55306","1446","73264","1592","39461","1603",
"310M600US28700","Kingsport-Bristol, TN-VA Metro Area","46685","1131","54745","1206","28898","1441",
"310M600US28740","Kingston, NY Metro Area","65306","1764","85127","2783","37952","1773",
"310M600US28940","Knoxville, TN Metro Area","56857","661","70791","824","34960","1088",
"310M600US29020","Kokomo, IN Metro Area","56387","2334","65892","1711","32815","1977",
"310M600US29100","La Crosse-Onalaska, WI-MN Metro Area","60165","1653","76724","2838","37021","1936",
"310M600US29180","Lafayette, LA Metro Area","52827","1319","67084","2245","29022","1309",
"310M600US29200","Lafayette-West Lafayette, IN Metro Area","52826","1304","74884","1635","30457","1065",
"310M600US29340","Lake Charles, LA Metro Area","52986","2216","65091","3226","31654","1773",
"310M600US29420","Lake Havasu City-Kingman, AZ Metro Area","47686","1355","53728","1529","36718","2011",
"310M600US29460","Lakeland-Winter Haven, FL Metro Area","51535","861","59070","1234","39195","1210",
"310M600US29540","Lancaster, PA Metro Area","69588","1188","82849","1623","43976","1469",
"310M600US29620","Lansing-East Lansing, MI Metro Area","60278","866","75996","1031","34203","1213",
"310M600US29700","Laredo, TX Metro Area","50296","1580","65322","2140","30733","2070",
"310M600US29740","Las Cruces, NM Metro Area","44024","2292","56790","1499","24209","1332",
"310M600US29820","Las Vegas-Henderson-Paradise, NV Metro Area","61048","519","79161","824","44333","660",
"310M600US29940","Lawrence, KS Metro Area","61020","2649","94184","5598","38093","2065",
"310M600US30020","Lawton, OK Metro Area","52219","1528","73198","2301","37384","2901",
"310M600US30140","Lebanon, PA Metro Area","61632","1999","74719","2397","38822","1808",
"310M600US30300","Lewiston, ID-WA Metro Area","55657","3432","70163","3865","31338","2531",
"310M600US30340","Lewiston-Auburn, ME Metro Area","55002","2003","73907","3299","31246","3177",
"310M600US30460","Lexington-Fayette, KY Metro Area","60769","915","84298","1553","37894","1064",
"310M600US30620","Lima, OH Metro Area","51892","2208","64743","2449","30957","2154",
"310M600US30700","Lincoln, NE Metro Area","62883","1153","85664","1484","38758","1590",
"310M600US30780","Little Rock-North Little Rock-Conway, AR Metro Area","55983","911","72657","1197","34435","957",
"310M600US30860","Logan, UT-ID Metro Area","60466","1995","77498","2367","35268","1690",
"310M600US30980","Longview, TX Metro Area","53524","1439","65174","2216","34624","2584",
"310M600US31020","Longview, WA Metro Area","58791","2882","72022","2469","36040","2345",
"310M600US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","76399","315","107350","487","54577","285",
"310M600US31140","Louisville/Jefferson County, KY-IN Metro Area","60891","553","76241","742","37218","743",
"310M600US31180","Lubbock, TX Metro Area","53003","1541","76972","2414","33270","1519",
"310M600US31340","Lynchburg, VA Metro Area","56983","1786","67869","2204","35683","1820",
"310M600US31420","Macon-Bibb County, GA Metro Area","46083","1500","64693","2462","26774","1259",
"310M600US31460","Madera, CA Metro Area","61924","2695","76842","2837","40148","3277",
"310M600US31540","Madison, WI Metro Area","73807","1081","97325","1309","45298","987",
"310M600US31700","Manchester-Nashua, NH Metro Area","82099","1260","106773","1625","48056","1913",
"310M600US31740","Manhattan, KS Metro Area","54488","2531","79088","4596","39391","2238",
"310M600US31860","Mankato, MN Metro Area","63288","2136","82945","2598","36692","2143",
"310M600US31900","Mansfield, OH Metro Area","49186","1862","61929","1843","29909","2197",
"310M600US32420","Mayagüez, PR Metro Area","15757","711","23097","867","6980","710",
"310M600US32580","McAllen-Edinburg-Mission, TX Metro Area","41846","974","50907","1239","27031","1113",
"310M600US32780","Medford, OR Metro Area","56327","1899","69265","2668","37828","2122",
"310M600US32820","Memphis, TN-MS-AR Metro Area","53896","575","73890","1184","33892","714",
"310M600US32900","Merced, CA Metro Area","56330","1450","73256","1872","42151","1359",
"310M600US33100","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","59030","490","74980","689","43005","480",
"310M600US33140","Michigan City-La Porte, IN Metro Area","57010","2189","68663","2434","31152","1928",
"310M600US33220","Midland, MI Metro Area","64078","3509","75564","2326","35917","4475",
"310M600US33260","Midland, TX Metro Area","82768","3822","100313","4638","58348","6339",
"310M600US33340","Milwaukee-Waukesha, WI Metro Area","63739","644","88321","894","37407","681",
"310M600US33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","82887","510","102107","658","46550","562",
"310M600US33540","Missoula, MT Metro Area","56247","1842","75083","3536","36220","1602",
"310M600US33660","Mobile, AL Metro Area","49370","1279","63072","1464","29048","1647",
"310M600US33700","Modesto, CA Metro Area","62873","1328","78673","2199","45337","1654",
"310M600US33740","Monroe, LA Metro Area","43212","1940","58054","3433","23388","1327",
"310M600US33780","Monroe, MI Metro Area","65453","1699","74837","1938","32223","3110",
"310M600US33860","Montgomery, AL Metro Area","54250","950","67626","2056","33174","2105",
"310M600US34060","Morgantown, WV Metro Area","53681","1676","74375","2529","28483","3486",
"310M600US34100","Morristown, TN Metro Area","46798","1794","55838","2452","28262","3827",
"310M600US34580","Mount Vernon-Anacortes, WA Metro Area","71021","1546","81220","1388","46087","2061",
"310M600US34620","Muncie, IN Metro Area","45910","1849","59862","2115","23634","1539",
"310M600US34740","Muskegon, MI Metro Area","53478","1300","63120","1939","28474","2419",
"310M600US34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","53832","1091","60720","1373","35917","2265",
"310M600US34900","Napa, CA Metro Area","92219","2624","113419","3709","64346","4414",
"310M600US34940","Naples-Marco Island, FL Metro Area","70217","2044","83128","2769","46241","2390",
"310M600US34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","68406","620","84852","743","45334","792",
"310M600US35100","New Bern, NC Metro Area","52345","2084","63317","3075","34496","2815",
"310M600US35300","New Haven-Milford, CT Metro Area","71370","1130","97342","1547","40277","994",
"310M600US35380","New Orleans-Metairie, LA Metro Area","54388","906","71620","1191","32221","722",
"310M600US35620","New York-Newark-Jersey City, NY-NJ-PA Metro Area","81951","316","116518","503","53200","333",
"310M600US35660","Niles, MI Metro Area","52500","1560","65788","1722","27654","2287",
"310M600US35840","North Port-Sarasota-Bradenton, FL Metro Area","62438","1005","69720","1482","45915","1115",
"310M600US35980","Norwich-New London, CT Metro Area","75831","1832","97467","2980","44432","1996",
"310M600US36100","Ocala, FL Metro Area","46587","1434","52388","1597","35229","1908",
"310M600US36140","Ocean City, NJ Metro Area","72385","1989","82459","2855","35726","2044",
"310M600US36220","Odessa, TX Metro Area","63096","2438","76034","3699","44923","7449",
"310M600US36260","Ogden-Clearfield, UT Metro Area","78680","1310","89743","1441","48320","1948",
"310M600US36420","Oklahoma City, OK Metro Area","60476","752","76783","938","37681","817",
"310M600US36500","Olympia-Lacey-Tumwater, WA Metro Area","75867","1706","92020","2101","48493","1651",
"310M600US36540","Omaha-Council Bluffs, NE-IA Metro Area","69439","762","89205","1010","42137","776",
"310M600US36740","Orlando-Kissimmee-Sanford, FL Metro Area","61229","623","75248","955","45006","778",
"310M600US36780","Oshkosh-Neenah, WI Metro Area","59947","1509","76614","1942","36064","1914",
"310M600US36980","Owensboro, KY Metro Area","54946","2200","68177","2453","33862","2773",
"310M600US37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","89295","1119","110946","1580","61279","1452",
"310M600US37340","Palm Bay-Melbourne-Titusville, FL Metro Area","59359","1230","66775","1344","41961","2026",
"310M600US37460","Panama City, FL Metro Area","56483","1516","65808","2179","42143","2080",
"310M600US37620","Parkersburg-Vienna, WV Metro Area","48369","2140","58552","1606","28681","1845",
"310M600US37860","Pensacola-Ferry Pass-Brent, FL Metro Area","58759","1419","70841","1712","39332","1636",
"310M600US37900","Peoria, IL Metro Area","60094","945","73819","1418","32631","1527",
"310M600US37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","74825","475","95865","495","43464","592",
"310M600US38060","Phoenix-Mesa-Chandler, AZ Metro Area","67068","362","82472","654","47224","436",
"310M600US38220","Pine Bluff, AR Metro Area","41856","2250","51720","2528","26775","2955",
"310M600US38300","Pittsburgh, PA Metro Area","61969","476","76636","597","35635","596",
"310M600US38340","Pittsfield, MA Metro Area","62166","2305","76934","2514","33976","2454",
"310M600US38540","Pocatello, ID Metro Area","51914","2074","66342","2396","30877","2082",
"310M600US38660","Ponce, PR Metro Area","17827","636","22728","877","9344","629",
"310M600US38860","Portland-South Portland, ME Metro Area","72552","1234","86134","1355","43286","2372",
"310M600US38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","77511","823","99552","917","51290","679",
"310M600US38940","Port St. Lucie, FL Metro Area","58039","1215","64871","1843","43348","2260",
"310M600US39100","Poughkeepsie-Newburgh-Middletown, NY Metro Area","81331","1113","103258","1644","45377","1633",
"310M600US39150","Prescott Valley-Prescott, AZ Metro Area","53329","1470","59499","1770","38044","2754",
"310M600US39300","Providence-Warwick, RI-MA Metro Area","70676","794","95265","1004","38223","958",
"310M600US39340","Provo-Orem, UT Metro Area","76864","1004","93399","1190","45622","1279",
"310M600US39380","Pueblo, CO Metro Area","49979","1415","62335","1653","29751","2060",
"310M600US39460","Punta Gorda, FL Metro Area","52724","1452","57094","1501","34188","1954",
"310M600US39540","Racine, WI Metro Area","62556","1946","80432","2366","34480","2182",
"310M600US39580","Raleigh-Cary, NC Metro Area","78706","1253","99930","1342","48511","1286",
"310M600US39660","Rapid City, SD Metro Area","59076","2206","72016","2292","34689","2025",
"310M600US39740","Reading, PA Metro Area","66154","1336","81769","1582","39020","1732",
"310M600US39820","Redding, CA Metro Area","57139","1761","69438","2254","40193","2220",
"310M600US39900","Reno, NV Metro Area","68214","1893","88163","1775","47623","1435",
"310M600US40060","Richmond, VA Metro Area","71223","851","90395","1209","43921","888",
"310M600US40140","Riverside-San Bernardino-Ontario, CA Metro Area","68331","496","84431","775","46776","631",
"310M600US40220","Roanoke, VA Metro Area","57642","1191","71015","1153","34870","1778",
"310M600US40340","Rochester, MN Metro Area","76787","1152","91310","1220","41867","1691",
"310M600US40380","Rochester, NY Metro Area","61747","658","80189","810","33621","796",
"310M600US40420","Rockford, IL Metro Area","56899","1264","71810","1773","32252","1329",
"310M600US40580","Rocky Mount, NC Metro Area","46482","1272","60021","2562","30247","2850",
"310M600US40660","Rome, GA Metro Area","50657","3025","68104","4450","30821","1762",
"310M600US40900","Sacramento-Roseville-Folsom, CA Metro Area","75533","568","99630","1046","49113","751",
"310M600US40980","Saginaw, MI Metro Area","49565","1241","60226","1549","28611","1587",
"310M600US41060","St. Cloud, MN Metro Area","64118","1568","80687","1546","37141","2335",
"310M600US41100","St. George, UT Metro Area","61747","1832","72495","2690","44321","3880",
"310M600US41140","St. Joseph, MO-KS Metro Area","53298","1557","64834","1712","31527","1944",
"310M600US41180","St. Louis, MO-IL Metro Area","65725","464","82827","662","37765","702",
"310M600US41420","Salem, OR Metro Area","62539","1209","79583","1749","40491","1556",
"310M600US41500","Salinas, CA Metro Area","76943","1395","99175","2530","55546","1746",
