size_rank,metro_name,state,date,zori
2,Los Angeles,CA,1/31/2015,1739.529369
2,Los Angeles,CA,2/28/2015,1750.819968
2,Los Angeles,CA,3/31/2015,1765.883551
2,Los Angeles,CA,4/30/2015,1780.754656
2,Los Angeles,CA,5/31/2015,1795.593017
2,Los Angeles,CA,6/30/2015,1806.59625
2,Los Angeles,CA,7/31/2015,1819.213519
2,Los Angeles,CA,8/31/2015,1829.200167
2,Los Angeles,CA,9/30/2015,1839.263076
2,Los Angeles,CA,10/31/2015,1843.994248
2,Los Angeles,CA,11/30/2015,1848.855293
2,Los Angeles,CA,12/31/2015,1854.640608
2,Los Angeles,CA,1/31/2016,1864.5749
2,Los Angeles,CA,2/29/2016,1874.86764
2,Los Angeles,CA,3/31/2016,1885.693918
2,Los Angeles,CA,4/30/2016,1895.917254
2,Los Angeles,CA,5/31/2016,1909.328689
2,Los Angeles,CA,6/30/2016,1921.871423
2,Los Angeles,CA,7/31/2016,1933.95921
2,Los Angeles,CA,8/31/2016,1939.970801
2,Los Angeles,CA,9/30/2016,1945.080696
2,Los Angeles,CA,10/31/2016,1945.957737
2,Los Angeles,CA,11/30/2016,1948.391044
2,Los Angeles,CA,12/31/2016,1951.137087
2,Los Angeles,CA,1/31/2017,1964.673656
2,Los Angeles,CA,2/28/2017,1980.837537
2,Los Angeles,CA,3/31/2017,2002.563416
2,Los Angeles,CA,4/30/2017,2016.170076
2,Los Angeles,CA,5/31/2017,2029.650056
2,Los Angeles,CA,6/30/2017,2038.29083
2,Los Angeles,CA,7/31/2017,2048.222395
2,Los Angeles,CA,8/31/2017,2053.409963
2,Los Angeles,CA,9/30/2017,2058.524025
2,Los Angeles,CA,10/31/2017,2059.012461
2,Los Angeles,CA,11/30/2017,2063.220952
2,Los Angeles,CA,12/31/2017,2067.588648
2,Los Angeles,CA,1/31/2018,2078.474785
2,Los Angeles,CA,2/28/2018,2090.633904
2,Los Angeles,CA,3/31/2018,2101.055754
2,Los Angeles,CA,4/30/2018,2109.621216
2,Los Angeles,CA,5/31/2018,2117.155186
2,Los Angeles,CA,6/30/2018,2128.845352
2,Los Angeles,CA,7/31/2018,2139.022281
2,Los Angeles,CA,8/31/2018,2147.8337
2,Los Angeles,CA,9/30/2018,2151.523335
2,Los Angeles,CA,10/31/2018,2155.368764
2,Los Angeles,CA,11/30/2018,2160.77095
2,Los Angeles,CA,12/31/2018,2166.261254
2,Los Angeles,CA,1/31/2019,2171.398044
2,Los Angeles,CA,2/28/2019,2175.155712
2,Los Angeles,CA,3/31/2019,2186.488571
2,Los Angeles,CA,4/30/2019,2197.044224
2,Los Angeles,CA,5/31/2019,2209.701296
2,Los Angeles,CA,6/30/2019,2218.844311
2,Los Angeles,CA,7/31/2019,2227.197819
2,Los Angeles,CA,8/31/2019,2232.57103
2,Los Angeles,CA,9/30/2019,2235.485853
2,Los Angeles,CA,10/31/2019,2237.040032
2,Los Angeles,CA,11/30/2019,2240.02563
2,Los Angeles,CA,12/31/2019,2243.948651
2,Los Angeles,CA,1/31/2020,2251.497885
2,Los Angeles,CA,2/29/2020,2256.316313
2,Los Angeles,CA,3/31/2020,2256.31357
2,Los Angeles,CA,4/30/2020,2245.110275
2,Los Angeles,CA,5/31/2020,2235.869692
2,Los Angeles,CA,6/30/2020,2231.44898
2,Los Angeles,CA,7/31/2020,2233.692045
2,Los Angeles,CA,8/31/2020,2233.0584
2,Los Angeles,CA,9/30/2020,2231.602318
2,Los Angeles,CA,10/31/2020,2231.739369
2,Los Angeles,CA,11/30/2020,2233.234895
2,Los Angeles,CA,12/31/2020,2233.445139
2,Los Angeles,CA,1/31/2021,2243.659001
2,Los Angeles,CA,2/28/2021,2254.721901
2,Los Angeles,CA,3/31/2021,2269.398875
2,Los Angeles,CA,4/30/2021,2280.400306
2,Los Angeles,CA,5/31/2021,2299.25632
2,Los Angeles,CA,6/30/2021,2332.752335
2,Los Angeles,CA,7/31/2021,2376.433556
2,Los Angeles,CA,8/31/2021,2426.949199
2,Los Angeles,CA,9/30/2021,2465.262149
2,Los Angeles,CA,10/31/2021,2489.898063
2,Los Angeles,CA,11/30/2021,2504.099001
2,Los Angeles,CA,12/31/2021,2521.007029
2,Los Angeles,CA,1/31/2022,2539.916768
2,Los Angeles,CA,2/28/2022,2564.686294
2,Los Angeles,CA,3/31/2022,2589.017133
2,Los Angeles,CA,4/30/2022,2618.523591
2,Los Angeles,CA,5/31/2022,2642.547177
2,Los Angeles,CA,6/30/2022,2666.06418
2,Los Angeles,CA,7/31/2022,2684.907786
2,Los Angeles,CA,8/31/2022,2699.189095
2,Los Angeles,CA,9/30/2022,2704.509728
2,Los Angeles,CA,10/31/2022,2699.770568
2,Los Angeles,CA,11/30/2022,2694.337147
2,Los Angeles,CA,12/31/2022,2687.298807
2,Los Angeles,CA,1/31/2023,2686.753007
2,Los Angeles,CA,2/28/2023,2691.070297
2,Los Angeles,CA,3/31/2023,2705.178
2,Los Angeles,CA,4/30/2023,2715.38199
2,Los Angeles,CA,5/31/2023,2725.097462
2,Los Angeles,CA,6/30/2023,2732.149806
2,Los Angeles,CA,7/31/2023,2745.029541
2,Los Angeles,CA,8/31/2023,2754.968373
2,Los Angeles,CA,9/30/2023,2757.934594
2,Los Angeles,CA,10/31/2023,2755.015004
2,Los Angeles,CA,11/30/2023,2745.724415
2,Los Angeles,CA,12/31/2023,2740.485971
2,Los Angeles,CA,1/31/2024,2744.274687
2,Los Angeles,CA,2/29/2024,2754.444102
2,Los Angeles,CA,3/31/2024,2767.063861
2,Los Angeles,CA,4/30/2024,2775.888908
2,Los Angeles,CA,5/31/2024,2786.767356
2,Los Angeles,CA,6/30/2024,2798.213636
2,Los Angeles,CA,7/31/2024,2810.204747
2,Los Angeles,CA,8/31/2024,2816.771026
2,Los Angeles,CA,9/30/2024,2820.981084
2,Los Angeles,CA,10/31/2024,2817.885661
2,Los Angeles,CA,11/30/2024,2813.327281
2,Los Angeles,CA,12/31/2024,2806.985259
12,San Francisco,CA,1/31/2015,2195.249294
12,San Francisco,CA,2/28/2015,2205.8921
12,San Francisco,CA,3/31/2015,2236.696261
12,San Francisco,CA,4/30/2015,2272.260511
12,San Francisco,CA,5/31/2015,2303.591931
12,San Francisco,CA,6/30/2015,2337.175563
12,San Francisco,CA,7/31/2015,2363.380999
12,San Francisco,CA,8/31/2015,2387.18107
12,San Francisco,CA,9/30/2015,2404.311508
12,San Francisco,CA,10/31/2015,2406.818496
12,San Francisco,CA,11/30/2015,2407.164257
12,San Francisco,CA,12/31/2015,2402.540447
12,San Francisco,CA,1/31/2016,2414.42591
12,San Francisco,CA,2/29/2016,2430.184834
12,San Francisco,CA,3/31/2016,2437.637557
12,San Francisco,CA,4/30/2016,2458.365307
12,San Francisco,CA,5/31/2016,2469.924065
12,San Francisco,CA,6/30/2016,2492.534458
12,San Francisco,CA,7/31/2016,2498.715464
12,San Francisco,CA,8/31/2016,2500.6797
12,San Francisco,CA,9/30/2016,2494.660962
12,San Francisco,CA,10/31/2016,2478.015173
12,San Francisco,CA,11/30/2016,2467.965986
12,San Francisco,CA,12/31/2016,2457.261141
12,San Francisco,CA,1/31/2017,2465.672042
12,San Francisco,CA,2/28/2017,2485.391452
12,San Francisco,CA,3/31/2017,2508.389965
12,San Francisco,CA,4/30/2017,2523.680267
12,San Francisco,CA,5/31/2017,2537.562572
12,San Francisco,CA,6/30/2017,2559.088283
12,San Francisco,CA,7/31/2017,2572.804484
12,San Francisco,CA,8/31/2017,2582.900638
12,San Francisco,CA,9/30/2017,2585.336765
12,San Francisco,CA,10/31/2017,2583.50642
12,San Francisco,CA,11/30/2017,2574.963146
12,San Francisco,CA,12/31/2017,2571.883497
12,San Francisco,CA,1/31/2018,2577.462595
12,San Francisco,CA,2/28/2018,2592.510517
12,San Francisco,CA,3/31/2018,2602.423546
12,San Francisco,CA,4/30/2018,2617.418375
12,San Francisco,CA,5/31/2018,2631.729023
12,San Francisco,CA,6/30/2018,2651.115899
12,San Francisco,CA,7/31/2018,2665.513035
12,San Francisco,CA,8/31/2018,2675.434329
12,San Francisco,CA,9/30/2018,2675.582458
12,San Francisco,CA,10/31/2018,2670.970406
12,San Francisco,CA,11/30/2018,2664.570653
12,San Francisco,CA,12/31/2018,2663.93385
12,San Francisco,CA,1/31/2019,2670.011175
12,San Francisco,CA,2/28/2019,2679.02931
12,San Francisco,CA,3/31/2019,2692.519772
12,San Francisco,CA,4/30/2019,2701.976035
12,San Francisco,CA,5/31/2019,2716.823591
12,San Francisco,CA,6/30/2019,2729.688443
12,San Francisco,CA,7/31/2019,2747.545398
12,San Francisco,CA,8/31/2019,2753.138035
12,San Francisco,CA,9/30/2019,2750.46549
12,San Francisco,CA,10/31/2019,2739.420402
12,San Francisco,CA,11/30/2019,2733.305546
12,San Francisco,CA,12/31/2019,2734.322126
12,San Francisco,CA,1/31/2020,2743.583247
12,San Francisco,CA,2/29/2020,2750.713371
12,San Francisco,CA,3/31/2020,2757.681002
12,San Francisco,CA,4/30/2020,2750.600283
12,San Francisco,CA,5/31/2020,2740.231086
12,San Francisco,CA,6/30/2020,2722.037582
12,San Francisco,CA,7/31/2020,2702.296019
12,San Francisco,CA,8/31/2020,2660.054962
12,San Francisco,CA,9/30/2020,2608.246776
12,San Francisco,CA,10/31/2020,2560.487846
12,San Francisco,CA,11/30/2020,2526.128033
12,San Francisco,CA,12/31/2020,2511.494665
12,San Francisco,CA,1/31/2021,2506.130421
12,San Francisco,CA,2/28/2021,2520.257223
12,San Francisco,CA,3/31/2021,2540.667231
12,San Francisco,CA,4/30/2021,2564.925196
12,San Francisco,CA,5/31/2021,2596.005947
12,San Francisco,CA,6/30/2021,2637.034254
12,San Francisco,CA,7/31/2021,2683.213837
12,San Francisco,CA,8/31/2021,2717.846597
12,San Francisco,CA,9/30/2021,2730.520572
12,San Francisco,CA,10/31/2021,2727.871689
12,San Francisco,CA,11/30/2021,2720.899097
12,San Francisco,CA,12/31/2021,2723.484406
12,San Francisco,CA,1/31/2022,2737.066038
12,San Francisco,CA,2/28/2022,2761.074498
12,San Francisco,CA,3/31/2022,2787.337509
12,San Francisco,CA,4/30/2022,2810.53261
12,San Francisco,CA,5/31/2022,2833.268422
12,San Francisco,CA,6/30/2022,2854.841846
12,San Francisco,CA,7/31/2022,2874.339271
12,San Francisco,CA,8/31/2022,2884.641562
12,San Francisco,CA,9/30/2022,2880.051847
12,San Francisco,CA,10/31/2022,2863.839832
12,San Francisco,CA,11/30/2022,2841.494864
12,San Francisco,CA,12/31/2022,2824.125611
12,San Francisco,CA,1/31/2023,2816.90254
12,San Francisco,CA,2/28/2023,2827.226553
12,San Francisco,CA,3/31/2023,2852.071949
12,San Francisco,CA,4/30/2023,2863.302025
12,San Francisco,CA,5/31/2023,2872.360423
12,San Francisco,CA,6/30/2023,2869.195921
12,San Francisco,CA,7/31/2023,2878.440325
12,San Francisco,CA,8/31/2023,2879.742396
12,San Francisco,CA,9/30/2023,2871.64026
12,San Francisco,CA,10/31/2023,2856.840932
12,San Francisco,CA,11/30/2023,2835.63053
12,San Francisco,CA,12/31/2023,2823.409715
12,San Francisco,CA,1/31/2024,2826.281509
12,San Francisco,CA,2/29/2024,2840.930302
12,San Francisco,CA,3/31/2024,2864.144591
12,San Francisco,CA,4/30/2024,2881.650439
12,San Francisco,CA,5/31/2024,2897.360234
12,San Francisco,CA,6/30/2024,2910.583848
12,San Francisco,CA,7/31/2024,2921.633327
12,San Francisco,CA,8/31/2024,2927.363407
12,San Francisco,CA,9/30/2024,2923.986526
12,San Francisco,CA,10/31/2024,2916.862934
12,San Francisco,CA,11/30/2024,2915.89126
12,San Francisco,CA,12/31/2024,2912.825113
13,Riverside,CA,1/31/2015,1282.030402
13,Riverside,CA,2/28/2015,1285.837093
13,Riverside,CA,3/31/2015,1291.016118
13,Riverside,CA,4/30/2015,1298.701765
13,Riverside,CA,5/31/2015,1306.004432
13,Riverside,CA,6/30/2015,1314.173146
13,Riverside,CA,7/31/2015,1323.121301
13,Riverside,CA,8/31/2015,1330.262994
13,Riverside,CA,9/30/2015,1338.76835
13,Riverside,CA,10/31/2015,1343.974343
13,Riverside,CA,11/30/2015,1346.591758
13,Riverside,CA,12/31/2015,1348.27377
13,Riverside,CA,1/31/2016,1349.661698
13,Riverside,CA,2/29/2016,1358.029329
13,Riverside,CA,3/31/2016,1363.278005
13,Riverside,CA,4/30/2016,1368.925255
13,Riverside,CA,5/31/2016,1375.004909
13,Riverside,CA,6/30/2016,1379.670433
13,Riverside,CA,7/31/2016,1388.11324
13,Riverside,CA,8/31/2016,1392.314903
13,Riverside,CA,9/30/2016,1401.424679
13,Riverside,CA,10/31/2016,1403.67122
13,Riverside,CA,11/30/2016,1407.647319
13,Riverside,CA,12/31/2016,1407.912467
13,Riverside,CA,1/31/2017,1418.460386
13,Riverside,CA,2/28/2017,1428.700211
13,Riverside,CA,3/31/2017,1440.194786
13,Riverside,CA,4/30/2017,1452.355911
13,Riverside,CA,5/31/2017,1461.721907
13,Riverside,CA,6/30/2017,1474.137651
13,Riverside,CA,7/31/2017,1481.531902
13,Riverside,CA,8/31/2017,1491.697438
13,Riverside,CA,9/30/2017,1496.010666
13,Riverside,CA,10/31/2017,1501.508552
13,Riverside,CA,11/30/2017,1505.686383
13,Riverside,CA,12/31/2017,1508.979887
13,Riverside,CA,1/31/2018,1512.759573
13,Riverside,CA,2/28/2018,1522.420372
13,Riverside,CA,3/31/2018,1534.984791
13,Riverside,CA,4/30/2018,1544.174852
13,Riverside,CA,5/31/2018,1549.920298
13,Riverside,CA,6/30/2018,1559.546073
13,Riverside,CA,7/31/2018,1570.331954
13,Riverside,CA,8/31/2018,1581.942313
13,Riverside,CA,9/30/2018,1588.028709
13,Riverside,CA,10/31/2018,1593.541434
13,Riverside,CA,11/30/2018,1596.960765
13,Riverside,CA,12/31/2018,1600.856585
13,Riverside,CA,1/31/2019,1606.023209
13,Riverside,CA,2/28/2019,1609.894293
13,Riverside,CA,3/31/2019,1618.918206
13,Riverside,CA,4/30/2019,1626.956367
13,Riverside,CA,5/31/2019,1636.745252
13,Riverside,CA,6/30/2019,1643.975381
13,Riverside,CA,7/31/2019,1654.260842
13,Riverside,CA,8/31/2019,1664.136595
13,Riverside,CA,9/30/2019,1668.664036
13,Riverside,CA,10/31/2019,1670.811161
13,Riverside,CA,11/30/2019,1670.389224
13,Riverside,CA,12/31/2019,1675.186347
13,Riverside,CA,1/31/2020,1680.925611
13,Riverside,CA,2/29/2020,1688.162202
13,Riverside,CA,3/31/2020,1692.898594
13,Riverside,CA,4/30/2020,1690.458886
13,Riverside,CA,5/31/2020,1690.959
13,Riverside,CA,6/30/2020,1702.878975
13,Riverside,CA,7/31/2020,1726.178988
13,Riverside,CA,8/31/2020,1757.038088
13,Riverside,CA,9/30/2020,1783.036445
13,Riverside,CA,10/31/2020,1806.193209
13,Riverside,CA,11/30/2020,1823.207138
13,Riverside,CA,12/31/2020,1840.642182
13,Riverside,CA,1/31/2021,1860.136284
13,Riverside,CA,2/28/2021,1883.22354
13,Riverside,CA,3/31/2021,1911.730708
13,Riverside,CA,4/30/2021,1933.976639
13,Riverside,CA,5/31/2021,1969.122707
13,Riverside,CA,6/30/2021,2002.16891
13,Riverside,CA,7/31/2021,2053.331496
13,Riverside,CA,8/31/2021,2093.455274
13,Riverside,CA,9/30/2021,2128.017789
13,Riverside,CA,10/31/2021,2137.533593
13,Riverside,CA,11/30/2021,2147.492768
13,Riverside,CA,12/31/2021,2154.167883
13,Riverside,CA,1/31/2022,2176.622247
13,Riverside,CA,2/28/2022,2195.506306
13,Riverside,CA,3/31/2022,2222.901876
13,Riverside,CA,4/30/2022,2253.260214
13,Riverside,CA,5/31/2022,2274.560718
13,Riverside,CA,6/30/2022,2291.124398
13,Riverside,CA,7/31/2022,2299.934555
13,Riverside,CA,8/31/2022,2305.337218
13,Riverside,CA,9/30/2022,2308.339669
13,Riverside,CA,10/31/2022,2296.280491
13,Riverside,CA,11/30/2022,2288.470873
13,Riverside,CA,12/31/2022,2284.221271
13,Riverside,CA,1/31/2023,2289.793756
13,Riverside,CA,2/28/2023,2297.256815
13,Riverside,CA,3/31/2023,2310.83629
13,Riverside,CA,4/30/2023,2323.793968
13,Riverside,CA,5/31/2023,2334.497033
13,Riverside,CA,6/30/2023,2334.718014
13,Riverside,CA,7/31/2023,2336.28358
13,Riverside,CA,8/31/2023,2341.714642
13,Riverside,CA,9/30/2023,2344.682353
13,Riverside,CA,10/31/2023,2350.365679
13,Riverside,CA,11/30/2023,2346.035502
13,Riverside,CA,12/31/2023,2339.653892
13,Riverside,CA,1/31/2024,2336.458443
13,Riverside,CA,2/29/2024,2346.754146
13,Riverside,CA,3/31/2024,2364.268083
13,Riverside,CA,4/30/2024,2376.318439
13,Riverside,CA,5/31/2024,2385.757567
13,Riverside,CA,6/30/2024,2390.646141
13,Riverside,CA,7/31/2024,2402.614607
13,Riverside,CA,8/31/2024,2410.58839
13,Riverside,CA,9/30/2024,2421.879018
13,Riverside,CA,10/31/2024,2420.762058
13,Riverside,CA,11/30/2024,2417.973564
13,Riverside,CA,12/31/2024,2417.256483
17,San Diego,CA,1/31/2015,1594.050651
17,San Diego,CA,2/28/2015,1604.48833
17,San Diego,CA,3/31/2015,1613.132906
17,San Diego,CA,4/30/2015,1616.806433
17,San Diego,CA,5/31/2015,1627.38187
17,San Diego,CA,6/30/2015,1635.422279
17,San Diego,CA,7/31/2015,1651.146316
17,San Diego,CA,8/31/2015,1661.37376
17,San Diego,CA,9/30/2015,1669.791083
17,San Diego,CA,10/31/2015,1672.645439
17,San Diego,CA,11/30/2015,1671.954382
17,San Diego,CA,12/31/2015,1677.49563
17,San Diego,CA,1/31/2016,1683.185402
17,San Diego,CA,2/29/2016,1691.197168
17,San Diego,CA,3/31/2016,1700.226316
17,San Diego,CA,4/30/2016,1709.241645
17,San Diego,CA,5/31/2016,1721.633193
17,San Diego,CA,6/30/2016,1736.053173
17,San Diego,CA,7/31/2016,1748.24788
17,San Diego,CA,8/31/2016,1756.043358
17,San Diego,CA,9/30/2016,1758.851231
17,San Diego,CA,10/31/2016,1761.183921
17,San Diego,CA,11/30/2016,1761.704939
17,San Diego,CA,12/31/2016,1763.82445
17,San Diego,CA,1/31/2017,1769.378613
17,San Diego,CA,2/28/2017,1784.846212
17,San Diego,CA,3/31/2017,1803.364067
17,San Diego,CA,4/30/2017,1822.175049
17,San Diego,CA,5/31/2017,1836.812031
17,San Diego,CA,6/30/2017,1847.918399
17,San Diego,CA,7/31/2017,1858.642489
17,San Diego,CA,8/31/2017,1864.461373
17,San Diego,CA,9/30/2017,1866.515511
17,San Diego,CA,10/31/2017,1865.86861
17,San Diego,CA,11/30/2017,1866.123857
17,San Diego,CA,12/31/2017,1868.222423
17,San Diego,CA,1/31/2018,1878.431888
17,San Diego,CA,2/28/2018,1889.238403
17,San Diego,CA,3/31/2018,1903.354194
17,San Diego,CA,4/30/2018,1914.107147
17,San Diego,CA,5/31/2018,1929.891008
17,San Diego,CA,6/30/2018,1941.099428
17,San Diego,CA,7/31/2018,1952.17323
17,San Diego,CA,8/31/2018,1958.836703
17,San Diego,CA,9/30/2018,1963.372981
17,San Diego,CA,10/31/2018,1962.262396
17,San Diego,CA,11/30/2018,1957.083853
17,San Diego,CA,12/31/2018,1959.44166
17,San Diego,CA,1/31/2019,1963.894429
17,San Diego,CA,2/28/2019,1971.712809
17,San Diego,CA,3/31/2019,1977.610471
17,San Diego,CA,4/30/2019,1987.245804
17,San Diego,CA,5/31/2019,1999.753313
17,San Diego,CA,6/30/2019,2011.641082
17,San Diego,CA,7/31/2019,2023.337349
17,San Diego,CA,8/31/2019,2030.302175
17,San Diego,CA,9/30/2019,2031.547642
17,San Diego,CA,10/31/2019,2030.816327
17,San Diego,CA,11/30/2019,2031.295072
17,San Diego,CA,12/31/2019,2035.701661
17,San Diego,CA,1/31/2020,2040.821466
17,San Diego,CA,2/29/2020,2045.445892
17,San Diego,CA,3/31/2020,2048.661587
17,San Diego,CA,4/30/2020,2041.891514
17,San Diego,CA,5/31/2020,2036.105301
17,San Diego,CA,6/30/2020,2035.379616
17,San Diego,CA,7/31/2020,2046.421228
17,San Diego,CA,8/31/2020,2055.695611
17,San Diego,CA,9/30/2020,2068.15586
17,San Diego,CA,10/31/2020,2082.200207
17,San Diego,CA,11/30/2020,2095.934802
17,San Diego,CA,12/31/2020,2105.021446
17,San Diego,CA,1/31/2021,2112.58285
17,San Diego,CA,2/28/2021,2123.488632
17,San Diego,CA,3/31/2021,2139.661413
17,San Diego,CA,4/30/2021,2166.155271
17,San Diego,CA,5/31/2021,2201.037014
17,San Diego,CA,6/30/2021,2238.903845
17,San Diego,CA,7/31/2021,2286.251889
17,San Diego,CA,8/31/2021,2336.378342
17,San Diego,CA,9/30/2021,2387.969906
17,San Diego,CA,10/31/2021,2419.218878
17,San Diego,CA,11/30/2021,2439.782425
17,San Diego,CA,12/31/2021,2453.973778
17,San Diego,CA,1/31/2022,2472.151936
17,San Diego,CA,2/28/2022,2498.461847
17,San Diego,CA,3/31/2022,2528.592351
17,San Diego,CA,4/30/2022,2570.465468
17,San Diego,CA,5/31/2022,2612.594212
17,San Diego,CA,6/30/2022,2656.042635
17,San Diego,CA,7/31/2022,2686.752191
17,San Diego,CA,8/31/2022,2710.153208
17,San Diego,CA,9/30/2022,2714.469439
17,San Diego,CA,10/31/2022,2708.067165
17,San Diego,CA,11/30/2022,2690.357609
17,San Diego,CA,12/31/2022,2681.281524
17,San Diego,CA,1/31/2023,2676.472593
17,San Diego,CA,2/28/2023,2685.113588
17,San Diego,CA,3/31/2023,2709.887695
17,San Diego,CA,4/30/2023,2738.256769
17,San Diego,CA,5/31/2023,2769.169576
17,San Diego,CA,6/30/2023,2787.864816
17,San Diego,CA,7/31/2023,2804.588684
17,San Diego,CA,8/31/2023,2810.652671
17,San Diego,CA,9/30/2023,2808.464904
17,San Diego,CA,10/31/2023,2795.448365
17,San Diego,CA,11/30/2023,2773.514745
17,San Diego,CA,12/31/2023,2755.129597
17,San Diego,CA,1/31/2024,2747.896114
17,San Diego,CA,2/29/2024,2757.251593
17,San Diego,CA,3/31/2024,2773.422605
17,San Diego,CA,4/30/2024,2791.902079
17,San Diego,CA,5/31/2024,2809.016332
17,San Diego,CA,6/30/2024,2824.381901
17,San Diego,CA,7/31/2024,2835.465974
17,San Diego,CA,8/31/2024,2837.798032
17,San Diego,CA,9/30/2024,2836.572769
17,San Diego,CA,10/31/2024,2833.411347
17,San Diego,CA,11/30/2024,2830.374937
17,San Diego,CA,12/31/2024,2823.61049
26,Sacramento,CA,1/31/2015,1196.768151
26,Sacramento,CA,2/28/2015,1205.611175
26,Sacramento,CA,3/31/2015,1216.659458
26,Sacramento,CA,4/30/2015,1226.174547
26,Sacramento,CA,5/31/2015,1236.577641
26,Sacramento,CA,6/30/2015,1247.474286
26,Sacramento,CA,7/31/2015,1255.557342
26,Sacramento,CA,8/31/2015,1267.323601
26,Sacramento,CA,9/30/2015,1276.138425
26,Sacramento,CA,10/31/2015,1282.225018
26,Sacramento,CA,11/30/2015,1283.380899
26,Sacramento,CA,12/31/2015,1284.563952
26,Sacramento,CA,1/31/2016,1291.90575
26,Sacramento,CA,2/29/2016,1298.55143
26,Sacramento,CA,3/31/2016,1306.49833
26,Sacramento,CA,4/30/2016,1319.50554
26,Sacramento,CA,5/31/2016,1335.446239
26,Sacramento,CA,6/30/2016,1352.487205
26,Sacramento,CA,7/31/2016,1361.229867
26,Sacramento,CA,8/31/2016,1370.034798
26,Sacramento,CA,9/30/2016,1368.350664
26,Sacramento,CA,10/31/2016,1369.618095
26,Sacramento,CA,11/30/2016,1368.773117
26,Sacramento,CA,12/31/2016,1377.110221
26,Sacramento,CA,1/31/2017,1386.477466
26,Sacramento,CA,2/28/2017,1404.456901
26,Sacramento,CA,3/31/2017,1423.912695
26,Sacramento,CA,4/30/2017,1443.851602
26,Sacramento,CA,5/31/2017,1459.936031
26,Sacramento,CA,6/30/2017,1473.319372
26,Sacramento,CA,7/31/2017,1484.019255
26,Sacramento,CA,8/31/2017,1495.293799
26,Sacramento,CA,9/30/2017,1500.239725
26,Sacramento,CA,10/31/2017,1505.640949
26,Sacramento,CA,11/30/2017,1501.319608
26,Sacramento,CA,12/31/2017,1503.978133
26,Sacramento,CA,1/31/2018,1507.816749
26,Sacramento,CA,2/28/2018,1510.709215
26,Sacramento,CA,3/31/2018,1523.242467
26,Sacramento,CA,4/30/2018,1537.354915
26,Sacramento,CA,5/31/2018,1559.265276
26,Sacramento,CA,6/30/2018,1571.265143
26,Sacramento,CA,7/31/2018,1578.89502
26,Sacramento,CA,8/31/2018,1586.67174
26,Sacramento,CA,9/30/2018,1586.212233
26,Sacramento,CA,10/31/2018,1586.552316
26,Sacramento,CA,11/30/2018,1580.966473
26,Sacramento,CA,12/31/2018,1584.315821
26,Sacramento,CA,1/31/2019,1586.788254
26,Sacramento,CA,2/28/2019,1598.328715
26,Sacramento,CA,3/31/2019,1611.551083
26,Sacramento,CA,4/30/2019,1628.897659
26,Sacramento,CA,5/31/2019,1640.121825
26,Sacramento,CA,6/30/2019,1651.230207
26,Sacramento,CA,7/31/2019,1657.300854
26,Sacramento,CA,8/31/2019,1664.113147
26,Sacramento,CA,9/30/2019,1663.960456
26,Sacramento,CA,10/31/2019,1664.402374
26,Sacramento,CA,11/30/2019,1658.622572
26,Sacramento,CA,12/31/2019,1656.992324
26,Sacramento,CA,1/31/2020,1659.538463
26,Sacramento,CA,2/29/2020,1669.772927
26,Sacramento,CA,3/31/2020,1681.075391
26,Sacramento,CA,4/30/2020,1684.684146
26,Sacramento,CA,5/31/2020,1685.018577
26,Sacramento,CA,6/30/2020,1695.107772
26,Sacramento,CA,7/31/2020,1711.37677
26,Sacramento,CA,8/31/2020,1734.633313
26,Sacramento,CA,9/30/2020,1751.178338
26,Sacramento,CA,10/31/2020,1765.222991
26,Sacramento,CA,11/30/2020,1775.507136
26,Sacramento,CA,12/31/2020,1781.337521
26,Sacramento,CA,1/31/2021,1793.81538
26,Sacramento,CA,2/28/2021,1806.960958
26,Sacramento,CA,3/31/2021,1823.195933
26,Sacramento,CA,4/30/2021,1842.109444
26,Sacramento,CA,5/31/2021,1875.783823
26,Sacramento,CA,6/30/2021,1910.957139
26,Sacramento,CA,7/31/2021,1946.636101
26,Sacramento,CA,8/31/2021,1971.358335
26,Sacramento,CA,9/30/2021,1990.839787
26,Sacramento,CA,10/31/2021,2000.212319
26,Sacramento,CA,11/30/2021,2006.385358
26,Sacramento,CA,12/31/2021,2006.570586
26,Sacramento,CA,1/31/2022,2011.58336
26,Sacramento,CA,2/28/2022,2017.256739
26,Sacramento,CA,3/31/2022,2033.345395
26,Sacramento,CA,4/30/2022,2052.026359
26,Sacramento,CA,5/31/2022,2067.923483
26,Sacramento,CA,6/30/2022,2085.461604
26,Sacramento,CA,7/31/2022,2098.820951
26,Sacramento,CA,8/31/2022,2108.878858
26,Sacramento,CA,9/30/2022,2106.083385
26,Sacramento,CA,10/31/2022,2098.230101
26,Sacramento,CA,11/30/2022,2079.518734
26,Sacramento,CA,12/31/2022,2063.734973
26,Sacramento,CA,1/31/2023,2057.441469
26,Sacramento,CA,2/28/2023,2062.750807
26,Sacramento,CA,3/31/2023,2080.02744
26,Sacramento,CA,4/30/2023,2089.871435
26,Sacramento,CA,5/31/2023,2102.227834
26,Sacramento,CA,6/30/2023,2109.695993
26,Sacramento,CA,7/31/2023,2118.136804
26,Sacramento,CA,8/31/2023,2122.034497
26,Sacramento,CA,9/30/2023,2124.737452
26,Sacramento,CA,10/31/2023,2120.259086
26,Sacramento,CA,11/30/2023,2115.089168
